text,entity_type,entity_value
The meeting with Alex from Microsoft is scheduled for 1996-02-11,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1996-02-11,ORG,Microsoft
Tokyo will host the event in 2012-07-14,GPE,Tokyo
The meeting with Mary from Google is scheduled for 1984-02-14,PERSON,Mary
The meeting with Mary from Google is scheduled for 1984-02-14,ORG,Google
Sara works at Google in London since 2006-07-12,PERSON,Sara
Sara works at Google in London since 2006-07-12,ORG,Google
Sara works at Google in London since 2006-07-12,GPE,London
Microsoft announced new projects starting 1998-05-17,ORG,Microsoft
Alex attended a conference on 2013-01-16,PERSON,Alex
Sara attended a conference on 2019-03-27,PERSON,Sara
The meeting with John from Meta is scheduled for 2023-09-09,PERSON,John
The meeting with John from Meta is scheduled for 2023-09-09,ORG,Meta
The meeting with Mary from Meta is scheduled for 1999-03-24,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1999-03-24,ORG,Meta
Microsoft announced new projects starting 1977-07-13,ORG,Microsoft
Alex attended a conference on 2009-04-21,PERSON,Alex
Mary attended a conference on 1982-06-11,PERSON,Mary
Alex attended a conference on 2002-08-03,PERSON,Alex
London will host the event in 2012-12-06,GPE,London
Tokyo will host the event in 2008-05-15,GPE,Tokyo
The meeting with Alex from Microsoft is scheduled for 2024-09-18,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2024-09-18,ORG,Microsoft
Meta announced new projects starting 1970-01-02,ORG,Meta
Alex works at Amazon in London since 1993-07-21,PERSON,Alex
Alex works at Amazon in London since 1993-07-21,ORG,Amazon
Alex works at Amazon in London since 1993-07-21,GPE,London
John attended a conference on 2017-01-18,PERSON,John
Sara works at Microsoft in New York since 2020-08-31,PERSON,Sara
Sara works at Microsoft in New York since 2020-08-31,ORG,Microsoft
John attended a conference on 2003-06-10,PERSON,John
Sara works at Microsoft in Tokyo since 2022-01-01,PERSON,Sara
Sara works at Microsoft in Tokyo since 2022-01-01,ORG,Microsoft
Sara works at Microsoft in Tokyo since 2022-01-01,GPE,Tokyo
Sara works at Google in Paris since 2017-11-24,PERSON,Sara
Sara works at Google in Paris since 2017-11-24,ORG,Google
Sara works at Google in Paris since 2017-11-24,GPE,Paris
The meeting with Mary from Meta is scheduled for 2019-06-10,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2019-06-10,ORG,Meta
Amazon announced new projects starting 1971-10-05,ORG,Amazon
The meeting with Sara from Google is scheduled for 1991-02-17,PERSON,Sara
The meeting with Sara from Google is scheduled for 1991-02-17,ORG,Google
Alex works at Amazon in Paris since 2004-02-10,PERSON,Alex
Alex works at Amazon in Paris since 2004-02-10,ORG,Amazon
Alex works at Amazon in Paris since 2004-02-10,GPE,Paris
Mary works at Google in London since 1991-09-26,PERSON,Mary
Mary works at Google in London since 1991-09-26,ORG,Google
Mary works at Google in London since 1991-09-26,GPE,London
The meeting with Sara from Meta is scheduled for 2003-01-01,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2003-01-01,ORG,Meta
Mary works at Microsoft in London since 1978-09-22,PERSON,Mary
Mary works at Microsoft in London since 1978-09-22,ORG,Microsoft
Mary works at Microsoft in London since 1978-09-22,GPE,London
The meeting with Sara from Amazon is scheduled for 2003-01-12,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2003-01-12,ORG,Amazon
The meeting with Mary from Amazon is scheduled for 1977-08-22,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1977-08-22,ORG,Amazon
The meeting with Alex from Amazon is scheduled for 1999-06-24,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1999-06-24,ORG,Amazon
Sara works at Microsoft in New York since 2007-03-17,PERSON,Sara
Sara works at Microsoft in New York since 2007-03-17,ORG,Microsoft
London will host the event in 1997-07-31,GPE,London
Paris will host the event in 2017-12-07,GPE,Paris
The meeting with Sara from Amazon is scheduled for 2003-02-26,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2003-02-26,ORG,Amazon
Microsoft announced new projects starting 2017-03-15,ORG,Microsoft
Amazon announced new projects starting 1992-05-10,ORG,Amazon
Google announced new projects starting 1989-09-01,ORG,Google
The meeting with Alex from Meta is scheduled for 1971-06-28,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1971-06-28,ORG,Meta
Sara works at Meta in Tokyo since 1982-01-19,PERSON,Sara
Sara works at Meta in Tokyo since 1982-01-19,ORG,Meta
Sara works at Meta in Tokyo since 1982-01-19,GPE,Tokyo
Sara attended a conference on 1993-12-23,PERSON,Sara
The meeting with John from Meta is scheduled for 1999-11-14,PERSON,John
The meeting with John from Meta is scheduled for 1999-11-14,ORG,Meta
Amazon announced new projects starting 2014-09-04,ORG,Amazon
London will host the event in 1986-07-22,GPE,London
London will host the event in 2001-01-23,GPE,London
London will host the event in 2000-05-30,GPE,London
Mary attended a conference on 2006-01-11,PERSON,Mary
The meeting with Sara from Microsoft is scheduled for 2020-06-27,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2020-06-27,ORG,Microsoft
Tokyo will host the event in 2002-12-10,GPE,Tokyo
Amazon announced new projects starting 2024-07-09,ORG,Amazon
The meeting with Sara from Meta is scheduled for 1979-05-18,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1979-05-18,ORG,Meta
Tokyo will host the event in 1997-04-03,GPE,Tokyo
Sara works at Microsoft in New York since 1994-12-24,PERSON,Sara
Sara works at Microsoft in New York since 1994-12-24,ORG,Microsoft
Amazon announced new projects starting 1970-09-22,ORG,Amazon
Sara works at Amazon in Paris since 1982-05-28,PERSON,Sara
Sara works at Amazon in Paris since 1982-05-28,ORG,Amazon
Sara works at Amazon in Paris since 1982-05-28,GPE,Paris
Paris will host the event in 1999-10-08,GPE,Paris
Sara attended a conference on 1976-07-30,PERSON,Sara
John attended a conference on 2005-06-23,PERSON,John
Alex works at Meta in Tokyo since 1992-12-01,PERSON,Alex
Alex works at Meta in Tokyo since 1992-12-01,ORG,Meta
Alex works at Meta in Tokyo since 1992-12-01,GPE,Tokyo
Alex works at Google in London since 2018-04-26,PERSON,Alex
Alex works at Google in London since 2018-04-26,ORG,Google
Alex works at Google in London since 2018-04-26,GPE,London
Alex works at Amazon in Paris since 2017-11-09,PERSON,Alex
Alex works at Amazon in Paris since 2017-11-09,ORG,Amazon
Alex works at Amazon in Paris since 2017-11-09,GPE,Paris
Mary attended a conference on 1979-06-02,PERSON,Mary
Amazon announced new projects starting 1978-04-21,ORG,Amazon
Tokyo will host the event in 1970-10-11,GPE,Tokyo
London will host the event in 2011-07-31,GPE,London
London will host the event in 2001-07-01,GPE,London
Google announced new projects starting 2001-04-28,ORG,Google
The meeting with Mary from Google is scheduled for 1990-09-06,PERSON,Mary
The meeting with Mary from Google is scheduled for 1990-09-06,ORG,Google
The meeting with Alex from Google is scheduled for 2008-10-27,PERSON,Alex
The meeting with Alex from Google is scheduled for 2008-10-27,ORG,Google
Alex works at Meta in New York since 2003-11-12,PERSON,Alex
Alex works at Meta in New York since 2003-11-12,ORG,Meta
Sara works at Microsoft in Paris since 1997-03-11,PERSON,Sara
Sara works at Microsoft in Paris since 1997-03-11,ORG,Microsoft
Sara works at Microsoft in Paris since 1997-03-11,GPE,Paris
The meeting with Alex from Microsoft is scheduled for 1973-07-03,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1973-07-03,ORG,Microsoft
John works at Amazon in Paris since 2018-05-31,PERSON,John
John works at Amazon in Paris since 2018-05-31,ORG,Amazon
John works at Amazon in Paris since 2018-05-31,GPE,Paris
Google announced new projects starting 2022-10-01,ORG,Google
Tokyo will host the event in 2020-08-31,GPE,Tokyo
London will host the event in 1986-05-23,GPE,London
Microsoft announced new projects starting 1971-08-12,ORG,Microsoft
Sara works at Google in Paris since 2006-01-22,PERSON,Sara
Sara works at Google in Paris since 2006-01-22,ORG,Google
Sara works at Google in Paris since 2006-01-22,GPE,Paris
Meta announced new projects starting 1991-09-15,ORG,Meta
The meeting with Mary from Meta is scheduled for 2007-10-19,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2007-10-19,ORG,Meta
Sara works at Google in New York since 1972-08-22,PERSON,Sara
Sara works at Google in New York since 1972-08-22,ORG,Google
Alex works at Google in London since 2012-11-29,PERSON,Alex
Alex works at Google in London since 2012-11-29,ORG,Google
Alex works at Google in London since 2012-11-29,GPE,London
Meta announced new projects starting 2007-10-14,ORG,Meta
Meta announced new projects starting 1994-01-11,ORG,Meta
The meeting with Alex from Amazon is scheduled for 2011-06-06,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2011-06-06,ORG,Amazon
John works at Microsoft in Paris since 2004-08-17,PERSON,John
John works at Microsoft in Paris since 2004-08-17,ORG,Microsoft
John works at Microsoft in Paris since 2004-08-17,GPE,Paris
Mary attended a conference on 1979-05-03,PERSON,Mary
The meeting with John from Meta is scheduled for 2023-08-07,PERSON,John
The meeting with John from Meta is scheduled for 2023-08-07,ORG,Meta
John attended a conference on 1980-01-21,PERSON,John
Amazon announced new projects starting 2020-09-06,ORG,Amazon
Mary attended a conference on 1993-09-28,PERSON,Mary
The meeting with Alex from Amazon is scheduled for 2003-03-21,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 2003-03-21,ORG,Amazon
The meeting with Mary from Amazon is scheduled for 1984-01-15,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1984-01-15,ORG,Amazon
Mary attended a conference on 2006-09-13,PERSON,Mary
Paris will host the event in 2009-12-21,GPE,Paris
Meta announced new projects starting 2014-07-27,ORG,Meta
The meeting with John from Google is scheduled for 1992-05-02,PERSON,John
The meeting with John from Google is scheduled for 1992-05-02,ORG,Google
Mary works at Microsoft in Tokyo since 1984-11-28,PERSON,Mary
Mary works at Microsoft in Tokyo since 1984-11-28,ORG,Microsoft
Mary works at Microsoft in Tokyo since 1984-11-28,GPE,Tokyo
John attended a conference on 1983-11-27,PERSON,John
Google announced new projects starting 1991-08-10,ORG,Google
Tokyo will host the event in 2018-03-07,GPE,Tokyo
Alex attended a conference on 1979-11-08,PERSON,Alex
Google announced new projects starting 1972-03-01,ORG,Google
Mary works at Microsoft in Tokyo since 2011-08-09,PERSON,Mary
Mary works at Microsoft in Tokyo since 2011-08-09,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2011-08-09,GPE,Tokyo
Meta announced new projects starting 2018-05-13,ORG,Meta
Sara works at Google in Tokyo since 2016-09-28,PERSON,Sara
Sara works at Google in Tokyo since 2016-09-28,ORG,Google
Sara works at Google in Tokyo since 2016-09-28,GPE,Tokyo
John attended a conference on 2024-11-19,PERSON,John
Amazon announced new projects starting 2004-06-04,ORG,Amazon
Meta announced new projects starting 2017-08-08,ORG,Meta
Amazon announced new projects starting 2016-06-30,ORG,Amazon
Mary works at Microsoft in Tokyo since 2021-02-26,PERSON,Mary
Mary works at Microsoft in Tokyo since 2021-02-26,ORG,Microsoft
Mary works at Microsoft in Tokyo since 2021-02-26,GPE,Tokyo
Sara attended a conference on 2017-06-28,PERSON,Sara
The meeting with Alex from Microsoft is scheduled for 1972-10-08,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 1972-10-08,ORG,Microsoft
The meeting with Alex from Amazon is scheduled for 1978-10-04,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1978-10-04,ORG,Amazon
John attended a conference on 1984-09-23,PERSON,John
Microsoft announced new projects starting 2024-10-16,ORG,Microsoft
The meeting with John from Amazon is scheduled for 2022-06-28,PERSON,John
The meeting with John from Amazon is scheduled for 2022-06-28,ORG,Amazon
Tokyo will host the event in 2017-02-20,GPE,Tokyo
Tokyo will host the event in 2025-01-31,GPE,Tokyo
Microsoft announced new projects starting 2022-01-18,ORG,Microsoft
Paris will host the event in 1982-08-15,GPE,Paris
Google announced new projects starting 1978-01-18,ORG,Google
Paris will host the event in 2002-03-05,GPE,Paris
John works at Microsoft in Paris since 1988-08-21,PERSON,John
John works at Microsoft in Paris since 1988-08-21,ORG,Microsoft
John works at Microsoft in Paris since 1988-08-21,GPE,Paris
The meeting with Sara from Meta is scheduled for 2000-03-15,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2000-03-15,ORG,Meta
The meeting with Sara from Google is scheduled for 1980-05-26,PERSON,Sara
The meeting with Sara from Google is scheduled for 1980-05-26,ORG,Google
Amazon announced new projects starting 2021-09-24,ORG,Amazon
The meeting with Sara from Google is scheduled for 1979-03-02,PERSON,Sara
The meeting with Sara from Google is scheduled for 1979-03-02,ORG,Google
Mary attended a conference on 1975-09-21,PERSON,Mary
The meeting with Alex from Amazon is scheduled for 1977-08-05,PERSON,Alex
The meeting with Alex from Amazon is scheduled for 1977-08-05,ORG,Amazon
The meeting with Alex from Microsoft is scheduled for 2009-06-08,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2009-06-08,ORG,Microsoft
The meeting with John from Google is scheduled for 1979-01-30,PERSON,John
The meeting with John from Google is scheduled for 1979-01-30,ORG,Google
Alex works at Amazon in Tokyo since 2008-01-25,PERSON,Alex
Alex works at Amazon in Tokyo since 2008-01-25,ORG,Amazon
Alex works at Amazon in Tokyo since 2008-01-25,GPE,Tokyo
John attended a conference on 2011-09-13,PERSON,John
Tokyo will host the event in 2016-06-05,GPE,Tokyo
Tokyo will host the event in 1979-05-14,GPE,Tokyo
London will host the event in 2007-03-06,GPE,London
Sara works at Google in Paris since 1994-12-13,PERSON,Sara
Sara works at Google in Paris since 1994-12-13,ORG,Google
Sara works at Google in Paris since 1994-12-13,GPE,Paris
John attended a conference on 2015-04-09,PERSON,John
The meeting with Mary from Meta is scheduled for 2016-07-31,PERSON,Mary
The meeting with Mary from Meta is scheduled for 2016-07-31,ORG,Meta
Sara works at Microsoft in London since 1992-10-05,PERSON,Sara
Sara works at Microsoft in London since 1992-10-05,ORG,Microsoft
Sara works at Microsoft in London since 1992-10-05,GPE,London
The meeting with Sara from Meta is scheduled for 2006-03-25,PERSON,Sara
The meeting with Sara from Meta is scheduled for 2006-03-25,ORG,Meta
John attended a conference on 1985-03-20,PERSON,John
Meta announced new projects starting 1994-05-30,ORG,Meta
The meeting with Mary from Google is scheduled for 1993-07-08,PERSON,Mary
The meeting with Mary from Google is scheduled for 1993-07-08,ORG,Google
John works at Google in London since 2005-07-18,PERSON,John
John works at Google in London since 2005-07-18,ORG,Google
John works at Google in London since 2005-07-18,GPE,London
Microsoft announced new projects starting 1992-07-29,ORG,Microsoft
Mary attended a conference on 2012-04-07,PERSON,Mary
The meeting with Sara from Amazon is scheduled for 2003-06-28,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2003-06-28,ORG,Amazon
Sara attended a conference on 2022-01-28,PERSON,Sara
The meeting with Mary from Meta is scheduled for 1981-12-20,PERSON,Mary
The meeting with Mary from Meta is scheduled for 1981-12-20,ORG,Meta
Meta announced new projects starting 2002-11-28,ORG,Meta
The meeting with Alex from Google is scheduled for 1995-06-05,PERSON,Alex
The meeting with Alex from Google is scheduled for 1995-06-05,ORG,Google
The meeting with Alex from Meta is scheduled for 1997-01-21,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1997-01-21,ORG,Meta
Meta announced new projects starting 1999-10-04,ORG,Meta
London will host the event in 2010-11-26,GPE,London
Alex works at Google in Paris since 1995-03-10,PERSON,Alex
Alex works at Google in Paris since 1995-03-10,ORG,Google
Alex works at Google in Paris since 1995-03-10,GPE,Paris
Google announced new projects starting 2009-06-20,ORG,Google
London will host the event in 1976-09-20,GPE,London
The meeting with Sara from Amazon is scheduled for 2016-01-05,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2016-01-05,ORG,Amazon
Alex attended a conference on 2013-01-15,PERSON,Alex
Alex works at Amazon in New York since 2022-10-22,PERSON,Alex
Alex works at Amazon in New York since 2022-10-22,ORG,Amazon
Mary works at Meta in London since 1986-10-20,PERSON,Mary
Mary works at Meta in London since 1986-10-20,ORG,Meta
Mary works at Meta in London since 1986-10-20,GPE,London
Microsoft announced new projects starting 1977-06-03,ORG,Microsoft
The meeting with Mary from Amazon is scheduled for 1990-11-30,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 1990-11-30,ORG,Amazon
Google announced new projects starting 2009-11-27,ORG,Google
Mary attended a conference on 1995-02-19,PERSON,Mary
Microsoft announced new projects starting 1978-05-24,ORG,Microsoft
Sara attended a conference on 1989-01-31,PERSON,Sara
Alex attended a conference on 1974-07-11,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2024-03-04,PERSON,Alex
The meeting with Alex from Meta is scheduled for 2024-03-04,ORG,Meta
John attended a conference on 1994-10-26,PERSON,John
Sara works at Google in New York since 2004-04-24,PERSON,Sara
Sara works at Google in New York since 2004-04-24,ORG,Google
Microsoft announced new projects starting 2018-12-31,ORG,Microsoft
Google announced new projects starting 2019-07-03,ORG,Google
Sara attended a conference on 2010-10-07,PERSON,Sara
Alex works at Meta in Paris since 1975-04-09,PERSON,Alex
Alex works at Meta in Paris since 1975-04-09,ORG,Meta
Alex works at Meta in Paris since 1975-04-09,GPE,Paris
Meta announced new projects starting 1977-10-27,ORG,Meta
John attended a conference on 2019-07-14,PERSON,John
The meeting with Sara from Meta is scheduled for 1993-07-02,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1993-07-02,ORG,Meta
Microsoft announced new projects starting 2002-03-15,ORG,Microsoft
Paris will host the event in 2023-09-22,GPE,Paris
The meeting with John from Google is scheduled for 1987-07-29,PERSON,John
The meeting with John from Google is scheduled for 1987-07-29,ORG,Google
The meeting with John from Meta is scheduled for 2001-06-04,PERSON,John
The meeting with John from Meta is scheduled for 2001-06-04,ORG,Meta
Paris will host the event in 1989-06-28,GPE,Paris
Paris will host the event in 2013-01-01,GPE,Paris
Alex works at Microsoft in New York since 2000-07-19,PERSON,Alex
Alex works at Microsoft in New York since 2000-07-19,ORG,Microsoft
Meta announced new projects starting 1994-07-10,ORG,Meta
Tokyo will host the event in 1994-08-18,GPE,Tokyo
Sara works at Meta in Tokyo since 2017-04-22,PERSON,Sara
Sara works at Meta in Tokyo since 2017-04-22,ORG,Meta
Sara works at Meta in Tokyo since 2017-04-22,GPE,Tokyo
Mary attended a conference on 2020-04-15,PERSON,Mary
John works at Google in London since 1995-11-12,PERSON,John
John works at Google in London since 1995-11-12,ORG,Google
John works at Google in London since 1995-11-12,GPE,London
Alex works at Meta in Paris since 1973-08-31,PERSON,Alex
Alex works at Meta in Paris since 1973-08-31,ORG,Meta
Alex works at Meta in Paris since 1973-08-31,GPE,Paris
John works at Amazon in London since 1998-08-15,PERSON,John
John works at Amazon in London since 1998-08-15,ORG,Amazon
John works at Amazon in London since 1998-08-15,GPE,London
Amazon announced new projects starting 2016-04-16,ORG,Amazon
Mary works at Microsoft in London since 1993-05-29,PERSON,Mary
Mary works at Microsoft in London since 1993-05-29,ORG,Microsoft
Mary works at Microsoft in London since 1993-05-29,GPE,London
Meta announced new projects starting 1979-01-18,ORG,Meta
Amazon announced new projects starting 1975-08-20,ORG,Amazon
Paris will host the event in 1986-07-26,GPE,Paris
Amazon announced new projects starting 1982-06-23,ORG,Amazon
Sara attended a conference on 1975-11-14,PERSON,Sara
Google announced new projects starting 2009-05-10,ORG,Google
Sara works at Google in Tokyo since 2024-02-14,PERSON,Sara
Sara works at Google in Tokyo since 2024-02-14,ORG,Google
Sara works at Google in Tokyo since 2024-02-14,GPE,Tokyo
The meeting with John from Amazon is scheduled for 1975-02-28,PERSON,John
The meeting with John from Amazon is scheduled for 1975-02-28,ORG,Amazon
London will host the event in 2003-09-18,GPE,London
Tokyo will host the event in 1971-01-02,GPE,Tokyo
Mary attended a conference on 1995-02-28,PERSON,Mary
John attended a conference on 1973-04-03,PERSON,John
John works at Amazon in New York since 1981-12-16,PERSON,John
John works at Amazon in New York since 1981-12-16,ORG,Amazon
The meeting with Sara from Amazon is scheduled for 2015-12-11,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2015-12-11,ORG,Amazon
Alex works at Google in Tokyo since 1991-12-11,PERSON,Alex
Alex works at Google in Tokyo since 1991-12-11,ORG,Google
Alex works at Google in Tokyo since 1991-12-11,GPE,Tokyo
Alex works at Amazon in London since 2001-06-14,PERSON,Alex
Alex works at Amazon in London since 2001-06-14,ORG,Amazon
Alex works at Amazon in London since 2001-06-14,GPE,London
John attended a conference on 2023-04-02,PERSON,John
Sara attended a conference on 1971-09-27,PERSON,Sara
Meta announced new projects starting 1971-06-07,ORG,Meta
Sara works at Amazon in Tokyo since 2010-03-08,PERSON,Sara
Sara works at Amazon in Tokyo since 2010-03-08,ORG,Amazon
Sara works at Amazon in Tokyo since 2010-03-08,GPE,Tokyo
Sara works at Meta in Paris since 1998-05-23,PERSON,Sara
Sara works at Meta in Paris since 1998-05-23,ORG,Meta
Sara works at Meta in Paris since 1998-05-23,GPE,Paris
Meta announced new projects starting 1980-03-22,ORG,Meta
Alex works at Meta in New York since 1972-08-03,PERSON,Alex
Alex works at Meta in New York since 1972-08-03,ORG,Meta
Google announced new projects starting 1993-09-25,ORG,Google
Google announced new projects starting 1986-02-20,ORG,Google
Paris will host the event in 1999-07-07,GPE,Paris
Paris will host the event in 1985-10-09,GPE,Paris
Sara attended a conference on 2006-06-19,PERSON,Sara
Mary works at Meta in Tokyo since 1987-09-12,PERSON,Mary
Mary works at Meta in Tokyo since 1987-09-12,ORG,Meta
Mary works at Meta in Tokyo since 1987-09-12,GPE,Tokyo
Alex works at Amazon in Tokyo since 2002-07-28,PERSON,Alex
Alex works at Amazon in Tokyo since 2002-07-28,ORG,Amazon
Alex works at Amazon in Tokyo since 2002-07-28,GPE,Tokyo
The meeting with Alex from Google is scheduled for 1975-08-16,PERSON,Alex
The meeting with Alex from Google is scheduled for 1975-08-16,ORG,Google
John attended a conference on 2000-09-29,PERSON,John
Meta announced new projects starting 1989-02-13,ORG,Meta
The meeting with Sara from Google is scheduled for 2007-10-29,PERSON,Sara
The meeting with Sara from Google is scheduled for 2007-10-29,ORG,Google
Sara attended a conference on 1986-02-04,PERSON,Sara
Tokyo will host the event in 1988-12-31,GPE,Tokyo
The meeting with Alex from Microsoft is scheduled for 2008-03-31,PERSON,Alex
The meeting with Alex from Microsoft is scheduled for 2008-03-31,ORG,Microsoft
Tokyo will host the event in 1988-10-26,GPE,Tokyo
Sara works at Meta in London since 2018-02-26,PERSON,Sara
Sara works at Meta in London since 2018-02-26,ORG,Meta
Sara works at Meta in London since 2018-02-26,GPE,London
John works at Meta in Paris since 1985-04-20,PERSON,John
John works at Meta in Paris since 1985-04-20,ORG,Meta
John works at Meta in Paris since 1985-04-20,GPE,Paris
Alex works at Google in London since 2012-05-31,PERSON,Alex
Alex works at Google in London since 2012-05-31,ORG,Google
Alex works at Google in London since 2012-05-31,GPE,London
John attended a conference on 2020-09-24,PERSON,John
The meeting with Sara from Amazon is scheduled for 1977-02-02,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 1977-02-02,ORG,Amazon
Tokyo will host the event in 1991-02-15,GPE,Tokyo
Mary attended a conference on 1982-08-12,PERSON,Mary
Alex attended a conference on 2010-01-17,PERSON,Alex
Meta announced new projects starting 2006-11-13,ORG,Meta
Microsoft announced new projects starting 1989-10-05,ORG,Microsoft
London will host the event in 2017-02-20,GPE,London
John works at Amazon in Paris since 1972-04-15,PERSON,John
John works at Amazon in Paris since 1972-04-15,ORG,Amazon
John works at Amazon in Paris since 1972-04-15,GPE,Paris
Mary attended a conference on 1978-06-25,PERSON,Mary
London will host the event in 1978-11-19,GPE,London
The meeting with Mary from Google is scheduled for 2010-06-22,PERSON,Mary
The meeting with Mary from Google is scheduled for 2010-06-22,ORG,Google
Amazon announced new projects starting 2018-03-16,ORG,Amazon
Mary attended a conference on 2003-04-16,PERSON,Mary
Microsoft announced new projects starting 1976-06-02,ORG,Microsoft
Mary attended a conference on 2005-11-06,PERSON,Mary
London will host the event in 1973-02-22,GPE,London
Mary attended a conference on 2021-12-20,PERSON,Mary
Google announced new projects starting 1988-02-18,ORG,Google
The meeting with John from Google is scheduled for 2008-09-25,PERSON,John
The meeting with John from Google is scheduled for 2008-09-25,ORG,Google
Alex works at Meta in New York since 1999-11-18,PERSON,Alex
Alex works at Meta in New York since 1999-11-18,ORG,Meta
The meeting with Alex from Meta is scheduled for 1999-04-24,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1999-04-24,ORG,Meta
Mary attended a conference on 2011-01-01,PERSON,Mary
Microsoft announced new projects starting 2021-12-17,ORG,Microsoft
Tokyo will host the event in 1985-10-05,GPE,Tokyo
Sara works at Meta in London since 1977-11-30,PERSON,Sara
Sara works at Meta in London since 1977-11-30,ORG,Meta
Sara works at Meta in London since 1977-11-30,GPE,London
The meeting with Mary from Amazon is scheduled for 2019-06-05,PERSON,Mary
The meeting with Mary from Amazon is scheduled for 2019-06-05,ORG,Amazon
Tokyo will host the event in 1981-08-03,GPE,Tokyo
The meeting with Sara from Amazon is scheduled for 2001-06-04,PERSON,Sara
The meeting with Sara from Amazon is scheduled for 2001-06-04,ORG,Amazon
Alex works at Google in London since 2019-11-10,PERSON,Alex
Alex works at Google in London since 2019-11-10,ORG,Google
Alex works at Google in London since 2019-11-10,GPE,London
Tokyo will host the event in 1998-03-20,GPE,Tokyo
Microsoft announced new projects starting 1975-05-14,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2006-04-29,PERSON,Alex
Alex works at Microsoft in Tokyo since 2006-04-29,ORG,Microsoft
Alex works at Microsoft in Tokyo since 2006-04-29,GPE,Tokyo
The meeting with Alex from Meta is scheduled for 1988-10-15,PERSON,Alex
The meeting with Alex from Meta is scheduled for 1988-10-15,ORG,Meta
Mary works at Meta in Tokyo since 1970-12-03,PERSON,Mary
Mary works at Meta in Tokyo since 1970-12-03,ORG,Meta
Mary works at Meta in Tokyo since 1970-12-03,GPE,Tokyo
The meeting with Sara from Microsoft is scheduled for 2004-05-04,PERSON,Sara
The meeting with Sara from Microsoft is scheduled for 2004-05-04,ORG,Microsoft
The meeting with John from Meta is scheduled for 2016-11-08,PERSON,John
The meeting with John from Meta is scheduled for 2016-11-08,ORG,Meta
London will host the event in 1992-02-21,GPE,London
Microsoft announced new projects starting 2014-11-21,ORG,Microsoft
Sara works at Google in Tokyo since 1996-04-11,PERSON,Sara
Sara works at Google in Tokyo since 1996-04-11,ORG,Google
Sara works at Google in Tokyo since 1996-04-11,GPE,Tokyo
Mary works at Meta in Tokyo since 2002-08-29,PERSON,Mary
Mary works at Meta in Tokyo since 2002-08-29,ORG,Meta
Mary works at Meta in Tokyo since 2002-08-29,GPE,Tokyo
London will host the event in 1997-08-19,GPE,London
Google announced new projects starting 2009-09-03,ORG,Google
London will host the event in 2005-08-11,GPE,London
Sara attended a conference on 2009-08-14,PERSON,Sara
John attended a conference on 2017-11-16,PERSON,John
Alex works at Meta in Tokyo since 2016-06-02,PERSON,Alex
Alex works at Meta in Tokyo since 2016-06-02,ORG,Meta
Alex works at Meta in Tokyo since 2016-06-02,GPE,Tokyo
Tokyo will host the event in 1981-05-31,GPE,Tokyo
Microsoft announced new projects starting 1983-01-30,ORG,Microsoft
Google announced new projects starting 1976-08-12,ORG,Google
The meeting with John from Meta is scheduled for 2015-01-30,PERSON,John
The meeting with John from Meta is scheduled for 2015-01-30,ORG,Meta
Microsoft announced new projects starting 2014-04-05,ORG,Microsoft
Mary attended a conference on 2000-07-01,PERSON,Mary
Sara works at Microsoft in Tokyo since 2013-08-13,PERSON,Sara
Sara works at Microsoft in Tokyo since 2013-08-13,ORG,Microsoft
Sara works at Microsoft in Tokyo since 2013-08-13,GPE,Tokyo
Sara attended a conference on 1993-07-08,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1973-06-18,PERSON,Sara
The meeting with Sara from Meta is scheduled for 1973-06-18,ORG,Meta
Paris will host the event in 2015-06-13,GPE,Paris
